userId,cold,MostPop,MF,online_ibpr,BiVAECF,GridSearch_BPR,GridSearch_EASEᴿ
EDA853C2B5FC0FC4E9A569D7596194DE,1,1.0,0.43067655807339306,0.15561139140249397,0.6309297535714575,1.0,1.0
BEDC5B75E1B9CE4A65A0055219101025,6,0.3562071871080222,0.21533827903669653,0.1729696904450771,0.5,0.3562071871080222,0.3562071871080222
849C16D075CD02AFD608CD739CE2DB27,4,0.6309297535714575,0.43067655807339306,0.16999161628691403,1.0,0.6309297535714575,1.0
B5E000488EC60F05D2BBBB3CB869CFB5,17,1.0,1.0,0.43067655807339306,0.6309297535714575,1.0,1.0
C714E9A6852B41DE15B5D329CBA2C451,4,0.6309297535714575,0.5,0.16730017881017412,0.6309297535714575,0.6309297535714575,1.0
3F14384CE6B556BE8634F55FB9F224C8,7,0.2944344156919272,0.31352663252441537,0.22233226874277318,0.33563486806826437,0.2944344156919272,0.7506416640794557
DCD1BAD2DB0D105399F219A877A62FF0,8,0.3053831394719294,0.23030693298163726,0.2297249314180337,0.2921705533292887,0.3080831657556183,1.0
B094CC57DF0A526B9337BE9CB78BB82B,4,0.5,0.22106472945750374,0.31546487678572877,0.5,0.5,0.3333333333333333
C80B612BE02BE699DF6D7B4614848015,2,0.2890648263178879,0.25,0.156861774859441,0.24465054211822604,0.2890648263178879,0.227670248696953
CB8DDC0B67DC7A841D1155F267B78CF3,8,1.0,0.43067655807339306,0.15863495891559604,0.3333333333333333,1.0,1.0
AF73948DEF668CA83100799C29B5F3EF,6,0.23137821315975915,0.1781035935540111,0.20184908658209985,0.24465054211822604,0.227670248696953,0.3010299956639812
0DAE93B5ECCC337B5339E3ADB905E33D,4,1.0,0.43067655807339306,0.22106472945750374,1.0,1.0,1.0
6C4679C808A4B21F548EFC74A2C897D6,3,0.2559580248098155,0.2890648263178879,0.17629143438888212,0.24465054211822604,0.2559580248098155,0.25
90F59ACE685AA58E5DF65CEF582D554E,7,0.8315546295836225,0.5005603553427709,0.45560514958746035,0.8315546295836225,0.8315546295836225,0.8315546295836225
1CD77D1681C5DFE8A4257620FAD713C2,12,0.6309297535714575,0.1781035935540111,0.23981246656813146,0.5,0.6309297535714575,0.6309297535714575
ED8536C4A1FEBB1AD1AF6CECCEDF2FE7,3,0.5,0.38685280723454163,0.43067655807339306,1.0,0.43067655807339306,0.2890648263178879
8DCF1B2DD0F07E994DC983C500F25D68,14,0.3562071871080222,0.17542506358195453,0.27894294565112987,0.2559580248098155,0.3562071871080222,0.31546487678572877
DA3DF1551EAF99627EFB4F2E015FC2E4,6,1.0,0.43067655807339306,0.1965616322328226,0.6309297535714575,1.0,1.0
2A71906982D062BE1C6FDC0C5FB1F285,3,0.3333333333333333,0.6309297535714575,0.27023815442731974,0.2559580248098155,0.3333333333333333,0.3010299956639812
01234D1B548768E704FEA72CC2176B50,5,0.35625050211354325,0.30966663241294623,0.2931270640542336,0.3169833888584817,0.35785845022803875,0.3917282410182946
8E0E7D878AE606A62A2CA8BDB9CBAD2C,8,0.8065735963827293,0.24728070911514372,0.31247499569262516,0.8315546295836225,0.8065735963827293,0.6052602440527057
560F4385E394FDFEA00962E2BDB552C2,1,0.6309297535714575,0.18208790046993825,0.26264953503719357,0.5,0.6309297535714575,0.43067655807339306
4E0B3DB233124026B3A51F62596E7751,8,0.3333333333333333,0.18665241123894338,0.22106472945750374,0.38685280723454163,0.3562071871080222,0.2559580248098155
60475EA8EFFC9F6241FFFCD33EE94031,4,0.27023815442731974,0.2890648263178879,0.18790182470910757,0.26264953503719357,0.27023815442731974,0.3562071871080222
9F9B962612DC21121B2981BAB74D5E19,1,0.3010299956639812,0.6309297535714575,0.22424382421757544,0.25,0.3010299956639812,0.3010299956639812
5988C98B9733637A52634986AB67D89B,10,1.0,0.5,0.16427204996205025,0.5,1.0,1.0
DB32CDD1E0EF336441CA81772D2FE149,20,0.5,0.2559580248098155,0.3562071871080222,1.0,0.5,0.5
567AF71F158FF6E2C2CBBE0F49CB5DE7,3,0.31546487678572877,0.26264953503719357,0.15643778834207153,0.31546487678572877,0.31546487678572877,0.31546487678572877
1B7EBEBC0A6E99A47F5CDA133008809D,9,0.3333333333333333,0.227670248696953,0.2103099178571525,0.43067655807339306,0.3333333333333333,0.43067655807339306
92C3AA21774E619A6E5D38C9EC8B7200,13,1.0,0.5012658353418871,0.2006283540932112,1.0,0.9197207891481876,0.9197207891481876
3495FA0CA8BA732BC8CB95B08519FB51,2,0.227670248696953,0.5,0.20584683246043448,0.15602106502222501,0.23137821315975915,0.26264953503719357
BFB6C7D06908FA6C62F9A143B7B9C8D3,8,0.45560514958746035,0.73366840577441,0.2833427960663644,0.6240505200038379,0.48247555939075504,0.41443699955334395
D0931848D9DEF75499ECD1BDDC7ECC45,9,0.20184908658209985,0.16155546744299637,0.17542506358195453,0.16427204996205025,0.20184908658209985,0.18316925091363362
EDF91832F505F0EE4A5C87ABDD709422,1,0.7977228895450266,0.6509209298071326,0.21593390080971778,0.3904845109606608,0.7977228895450266,0.3889580943680543
6A00DE6826A5D968F21A7395C4B2743E,6,0.6309297535714575,0.5,0.1781035935540111,0.6309297535714575,0.6309297535714575,0.6309297535714575
955D1BB47D209A843354230CD0063F6F,13,0.5718232390331011,0.41845931462543584,0.2545068881270209,0.5293317344035018,0.7450200540899922,0.7954082104550934
02F71835518233FF9BD6A36080D42429,3,1.0,0.43067655807339306,0.156861774859441,0.6309297535714575,1.0,1.0
A2AF51B0CD72E514502BC665CC93B65F,1,0.5,0.38685280723454163,0.15817959093978226,0.43067655807339306,0.6309297535714575,0.5
38C743A7B11E06E4854E056FF85CF5F2,6,0.7977228895450266,0.2670987052191175,0.2842785269692497,0.5912352048230277,0.7977228895450266,0.48381288316677695
4B289FE40D35B0EE210B785FE8A5A811,5,1.0,0.22424382421757544,0.31546487678572877,0.6309297535714575,1.0,0.6309297535714575
2AA8BB7B5ADA6A6091B0D59F5BF8F7E9,5,1.0,0.43067655807339306,0.20184908658209985,1.0,1.0,1.0
256E35DE791E8F0BEA19E0370AE0C8DD,6,0.5,0.17458343004804494,0.19195872000656014,0.3010299956639812,0.5,0.3333333333333333
54D7ED2140E5D7EFCA904DF4C42E49BD,5,1.0,0.43067655807339306,0.2890648263178879,1.0,1.0,1.0
EF5774ED42DAC45614A85A4ABA969FBC,3,0.6309297535714575,0.43067655807339306,0.1572932473495469,1.0,0.5,1.0
0F7783DE5B6303BEDC585BE9AFB62FE3,2,0.6309297535714575,0.43067655807339306,0.16999161628691403,1.0,0.5,0.6309297535714575
697A8194F60D8CDDAB419F5979E5202A,1,1.0,0.43067655807339306,0.21810429198553155,0.6309297535714575,1.0,1.0
5732AF6EE727A750D76E94B7B25420BB,3,0.3562071871080222,0.31546487678572877,0.15643778834207153,0.3010299956639812,0.3333333333333333,0.38685280723454163
0FC3CD797B881758C955259E3B55FE3C,18,0.4911492931622974,0.7903864795495061,0.25480685020064703,0.36479106885664914,0.4911492931622974,0.5401396054259062
343EB6FEB8A06F3DD2439F781E636ED6,2,0.6309297535714575,0.43067655807339306,0.38685280723454163,1.0,0.5,0.5
4195E305D115E517A29A39D1B971D687,8,1.0,0.6309297535714575,0.18003132665669264,1.0,1.0,1.0
E3DE091AED123639AEA9B554CD1186F0,16,0.3961452023363408,0.29312290115874556,0.30488607885137725,0.3272965336120884,0.39486597883825764,0.3952824727120492
B1CF90823A962E40EB064DCDEB05D6E2,2,0.2890648263178879,0.2103099178571525,0.25,0.3562071871080222,0.2890648263178879,0.2890648263178879
B6C2730AEE09DFEEFC304DAD3325374A,2,0.3333333333333333,0.6309297535714575,0.2,0.2559580248098155,0.3333333333333333,0.3333333333333333
055CCF728CC60164A360235D1C66FDFC,4,0.3010299956639812,0.17219543379409813,0.18428883314870617,0.3333333333333333,0.3010299956639812,0.27023815442731974
B1849C8106EF1C7CD0B93A95F42192C6,1,0.18790182470910757,0.1854490234153689,0.20584683246043448,0.16260831227163416,0.18790182470910757,0.19342640361727081
5B84DF01E893D45A81241A74C1ECBD8A,7,1.0,0.43067655807339306,0.18003132665669264,1.0,1.0,0.5
E8CE0E75EF27182CFD2AF595B11AF259,1,1.0,0.43067655807339306,0.15602106502222501,0.5,1.0,1.0
4BD13A5D328CCC933A962F8C03F7F461,5,0.31546487678572877,0.20801459767650948,1.0,0.5,0.31546487678572877,0.5
CA6A8B008E7475C9F34481927A1F39D1,3,0.6309297535714575,0.43067655807339306,0.16207652439312228,1.0,0.5,0.43067655807339306
