userId,cold,MostPop,MF,online_ibpr,GridSearch_BPR,GridSearch_EASEᴿ,BiVAECF
5848C0A888211F69F8F33D49F37736E3,4,1.0,0.43067655807339306,0.3333333333333333,1.0,1.0,1.0
681E6571EC7E941AC4739173372CB22A,9,1.0,0.43067655807339306,0.3333333333333333,1.0,1.0,1.0
C1AF3BD57D0C50762E5EC3114CF4C466,17,0.7627033575330637,0.8816175211721742,0.7216739960184235,0.7634385772287327,0.6168104140862057,0.7775748596706933
87C7BCC53C59C55F7CE349C885310EF0,20,0.7500799478704305,0.49442810326469633,0.37599955698509424,0.7480592229529082,0.7890341417970927,0.7239556853296303
D318E1662B3825BC61BB418BFBAEA538,11,0.5,0.3562071871080222,0.5,0.6309297535714575,0.6309297535714575,0.6309297535714575
111B43B74DA4DAC3DBC9DCC113AAD446,9,0.21274605355336318,0.227670248696953,0.5,0.2103099178571525,0.23540891336663824,0.1905514124267734
84FEAA63807EFA8177FFAB7A357A7C05,16,0.5912352048230277,0.6934264036172708,0.3069467374862678,0.5912352048230277,0.6934264036172708,0.5912352048230277
D745000116F0818BFD66F13A3E8BEDCB,4,1.0,0.26264953503719357,0.1854490234153689,1.0,1.0,1.0
34B3B54B5F9356DAF1F708F7A503A6E1,1,1.0,0.43067655807339306,0.27894294565112987,1.0,1.0,1.0
C7C70C36AE07EAB656ED3E12EF962AC3,7,1.0,0.26264953503719357,0.18428883314870617,1.0,1.0,1.0
DAC989C2A8549C05A9DBD0ACF92CA073,13,0.9197207891481876,0.5912352048230277,0.3433637978412124,0.9197207891481876,1.0,0.9197207891481876
FF6FA9B95104607C2DAB196BFD97FB56,4,1.0,0.38685280723454163,1.0,1.0,1.0,1.0
7F70E4DECF7A9A63FC37A7426BB4C4A6,11,1.0,0.25,0.22424382421757544,1.0,0.6309297535714575,0.6309297535714575
3E7A619581AC1D5BF25857600DA7DE87,7,1.0,0.5525485729997712,0.2564945023644353,1.0,1.0,1.0
95552375C3C6551678E9E15D12DAF3A1,20,0.2845348119804074,0.24848951272332181,0.2737699939084243,0.2818347856967185,0.41110846323900097,0.2907812695053619
B340D08285CD2C4FA55CAA83DE508FED,18,0.8710785440003369,0.6182885020492784,0.343311737647743,0.8710785440003369,0.8072467605676945,0.9134015924715543
82303AC752701F9565D06023E48FC3E4,3,0.43067655807339306,0.2559580248098155,0.19342640361727081,0.43067655807339306,0.5,0.43067655807339306
0762F70CDAA3690D4B705CEA242A9420,3,1.0,0.43067655807339306,0.18208790046993825,1.0,1.0,1.0
DC3B457A3132EF313067F8EAE75CED0C,2,1.0,0.43067655807339306,0.2890648263178879,1.0,1.0,1.0
88E3E306FFE212021C1EEBA097A476B3,16,0.5525485729997712,0.38162168437253385,0.2599444418238036,0.5525485729997712,0.8315546295836225,0.7369103935655449
82FD738E7579E3FD975E42F7CDAE8FE1,6,0.2890648263178879,0.2103099178571525,0.19195872000656014,0.2890648263178879,0.43067655807339306,0.31546487678572877
6811332852693E9DBEF6B58E07249351,17,0.46845052016107697,0.3272460798923856,0.2612736009806146,0.46845052016107697,0.5249810332008933,0.5249810332008933
ABA9698D225795667C0DC2B9540E0035,1,1.0,0.43067655807339306,0.27023815442731974,1.0,1.0,1.0
BCDFD55DF86DBF4878613E23CEB00210,1,1.0,0.25,0.18208790046993825,1.0,1.0,0.6309297535714575
1E0FB9BD34ACE95259B3C91F2B529746,4,0.24465054211822604,0.3562071871080222,0.2559580248098155,0.24465054211822604,0.26264953503719357,0.24465054211822604
84430BA42F413804B4C3475DEC57A1AA,1,0.6309297535714575,0.3562071871080222,0.23981246656813146,0.6309297535714575,0.6309297535714575,1.0
02AF093CB77983CCD5750C6B7160C8E0,8,0.38685280723454163,0.3562071871080222,0.23137821315975915,0.43067655807339306,0.38685280723454163,0.43067655807339306
3E402B7F650D8F303BF39976FCD053EF,6,1.0,0.43067655807339306,0.3562071871080222,1.0,1.0,1.0
4B44F09C59A2CF140CC07198A0B4595B,6,0.8503449055347546,0.36027633868415837,0.31290198593371227,0.8772153153380493,0.8772153153380493,0.8772153153380493
C84EF619994ECD31B464C52259051815,5,0.27023815442731974,0.21274605355336318,0.2890648263178879,0.27023815442731974,0.38685280723454163,0.2890648263178879
DB372F244507099ECAEF9573862A2A27,3,0.31546487678572877,0.5,0.18208790046993825,0.3010299956639812,0.3010299956639812,0.31546487678572877
BFD2A8ED9BE708F490956F4D58388807,15,0.7776375353925027,0.47610860572854014,0.2849915620284626,0.7776375353925027,0.7414476890507826,0.6774542948866044
F289025651319B79B5249F086B2702F0,13,0.4962984611662584,0.40682348222246795,0.5172016728623664,0.4948065796273463,0.5723986829443736,0.4510539517866205
135E2877AD23585008080B39D25FD5B8,2,0.20801459767650948,0.2103099178571525,0.26264953503719357,0.20801459767650948,0.1905514124267734,0.21533827903669653
52A2A3637A11D1CA79F7586F2DAE37B6,7,0.27023815442731974,0.2890648263178879,0.18428883314870617,0.27894294565112987,0.3333333333333333,0.31546487678572877
B659AD93394702DDFA5083B76B7B38E8,21,0.6240505200038379,0.4210080669505208,0.33192596420807413,0.6240505200038379,1.0,0.6934264036172708
812B380FA98A8A554057BEA8F43C9BAF,6,1.0,0.3562071871080222,0.2890648263178879,1.0,1.0,1.0
EA90A9B351663470A601C4B6933323B7,26,0.9325210919548239,0.5083852865246528,0.4960848182991434,0.9325210919548239,1.0,1.0
F02909CA2338DBDACC0EC03815779433,9,0.3333333333333333,0.24465054211822604,0.1854490234153689,0.3333333333333333,0.3333333333333333,0.31546487678572877
40E225AEC49D6F41C682FA3CE5203D5E,23,0.6237921612869778,0.47423013317081086,0.5747073873249797,0.7460137830477349,0.8089132657178876,0.7425828263813089
9E6EE2F6717F6229CB75E842ECF958F7,5,1.0,0.22424382421757544,0.3333333333333333,1.0,1.0,0.6309297535714575
FE7396860965E10919B045DBD801DBD9,5,0.6309297535714575,0.22424382421757544,0.2559580248098155,0.6309297535714575,0.43067655807339306,0.43067655807339306
2E3D24E23EDD37D4E7B5C8CC3B148157,20,1.0,0.3562071871080222,0.5,1.0,1.0,1.0
9E206D9550DF1056F4FF34E5969C3534,15,0.9469024295259745,0.41366028397332605,0.4216050375706557,0.9469024295259745,0.9674679834891693,0.9325210919548239
25DCA9684202DA3E25CB4F9BDADF00C2,9,0.5,1.0,0.20584683246043448,0.5,0.5,0.38685280723454163
5954F00D5D611A4B1C322CBA4F6E612D,2,0.43067655807339306,0.21533827903669653,0.2559580248098155,0.43067655807339306,0.5,0.43067655807339306
ADD4EA47D5089E89CB5B486DD8A66855,7,0.766433990956823,0.29857665068730616,0.28393568824747173,0.766433990956823,0.7700871371433883,0.766433990956823
6BFAD2448744F8833F4A044BBF7CA93D,8,1.0,0.27023815442731974,0.18920035951687003,1.0,1.0,1.0
87EB1755757B3DD62E326D49389ACFF8,29,0.3654477774845743,0.29515570005735875,0.3727429310556202,0.36274775120088537,0.48381288316677695,0.37906661463529034
